Class Name;DefaultDisplayName;DefaultCategory;Behaviors;DisplayOrder;IconBlockOffset;IconViewOffset;DefaultIconViewScale;FirstPersonScale;FirstPersonOffset;FirstPersonRotation;InHandScale;InHandOffset;InHandRotation;CraftingId;DefaultCreativeData;IsCollidable;IsPlaceable;IsDiggingTransparent;IsPlacementTransparent;IsInteractive;IsEditable;IsGatherable;HasCollisionBehavior;KillsWhenStuck;IsFluidBlocker;IsTransparent;ShadowStrength;LightAttenuation;EmittedLightAmount;ObjectShadowStrength;DefaultDropContent;DefaultDropCount;RequiredToolLevel;MaxStacking;MaxInHandStacking;SleepSuitability;FrictionFactor;Density;NoAutoJump;NoSmoothRise;FuelHeatLevel;FuelFireDuration;SoundMaterialName;DiggingSoundsFolder;DiggingSoundsVolume;DestructionSoundsVolume;ShovelPower;QuarryPower;HackPower;DefaultMeleePower;DefaultMeleeHitProbability;DefaultProjectilePower;ToolLevel;Durability;IsAimable;IsStickable;AlignToVelocity;ProjectileSpeed;ProjectileDamping;ProjectileTipOffset;DisintegratesOnHit;ProjectileStickProbability;FireDuration;ExplosionResilience;DefaultExplosionPressure;IsExplosionTransparent;DigMethod;DigResilience;ProjectileResilience;DefaultNutritionalValue;FoodType;DefaultTextureSlot;DestructionDebrisScale;DefaultDescription
CookedBirdBlock;熟鸟肉;食物;;198;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.06,0;0, 0, 45;cookedbird;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;12;40;0;1;0.5;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;0;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0.5;Meat;146;1;烤熟了的鸟肉。美味而营养丰富。
RawBaconBlock;生肉;食物;;199;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.06,0;0, 0, 45;rawbacon;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;12;40;0;1;0.5;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;0;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0.3;Meat;161;1;生的兽肉。可以直接吃，但烤熟了更容易消化。
CookedBaconBlock;熟肉;食物;;200;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.06,0;0, 0, 45;cookedbacon;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;12;40;0;1;0.5;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;0;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0.8;Meat;162;1;烤熟了的兽肉。美味而营养丰富。
RawFishBlock;生鱼肉;食物;;201;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.06,0;0, 0, 45;rawfish;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;12;40;0;1;0.5;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;0;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0.3;Fish;130;1;生的鱼肉。可以直接吃，但烤熟了更容易消化。
CookedFishBlock;熟鱼肉;食物;;202;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.06,0;0, 0, 45;cookedfish;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;12;40;0;1;0.5;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;0;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0.8;Fish;131;1;烤熟了的鱼肉。美味而营养丰富。
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WireBlock;导线;电路;;204;0,0,0;0, 0, 1;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0.2,0;0, 0, 0;wire;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;0;0;0;0;;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;20;;TRUE;Hack;1;1;0;;79;0.33;一根铜质的细导线，导电性强。用于组成电路。电线可以放置在任何表面上，相邻的导线之间会自动建立连接。导线间的连接可以建立在两个斜相对的方块的相邻面上，利用这个特性，你可以建立隐藏的连接。
NotGateBlock;非门;电路;;205;0,0.05,0;-1, 1, 1;1.1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;notgate;0;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;0;;TRUE;Hack;1;1;0;;78;0.5;逻辑非(NOT)门。有一个输入，一个输出。输出永远与输入相反。当输入为 0 时输出为 1。可以放置在任何表面上，可以任意旋转。
AndGateBlock;与门;电路;;206;0,0.1,0;-1, 1, 1;1.1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;andgate;0;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;0;;TRUE;Hack;1;1;0;;78;0.5;逻辑与(AND)门。在两边有两个输入。有一个输出。当两个输入都为 1 时输出才为 1，否则为 0。可以放置在任何表面上，可以任意旋转。
OrGateBlock;或门;电路;;207;0,0.1,0;-1, 1, 1;1.1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;orgate;0;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;0;;TRUE;Hack;1;1;0;;78;0.5;逻辑或(OR)门。在两边有两个输入。有一个输出。当两个输入有一个为 1 时即输出 1，否则为0。可以放置在任何表面上，可以任意旋转。
XorGateBlock;异或门;电路;;208;0,0.1,0;-1, 1, 1;1.1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;xorgate;0;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;0;;TRUE;Hack;1;1;0;;78;0.5;逻辑异或(XOR)门。在两边有两个输入。有一个输出。当两个输入不同时输出 1，否则为0。可以放置在任何表面上，可以任意旋转。
NandGateBlock;与非门;电路;;209;0,0.05,0;-1, 1, 1;1.1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;andgate;0;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;0;;TRUE;Hack;1;1;0;;78;0.5;逻辑与非(NAND)门。在两边有两个输入。有一个输出。和与门输出相反。可以放置在任何表面上，可以任意旋转。
NorGateBlock;或非门;电路;;210;0,0.05,0;-1, 1, 1;1.1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;orgate;0;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;0;;TRUE;Hack;1;1;0;;78;0.5;逻辑或非(NOR)门。在两边有两个输入。有一个输出。和或门输出相反。可以放置在任何表面上，可以任意旋转。
DelayGateBlock;延迟元件;电路;;211;0,0.1,0;-1, 1, 1;1.2;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;delaygate;0;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;0;;TRUE;Hack;1;1;0;;78;0.5;延迟元件，有一个输入，一个输出。单个的延迟元件将会延迟信号约 0.2秒。将 2 个延迟元件首尾相连(中间不要放置电线)，总共产生约 1秒 的延迟。将 3 个延迟元件首位项链将会产生约 5秒 的延迟。当延迟元件相连但并不直接相连(例如中间有导线)时，延迟会简单地叠加。例如，1 个元件产生 0.2秒 的延迟；2 个元件产生 0.4秒 的延迟；3 个元件产生 0.6秒 的延迟；……。可以放置在任何表面上，可以任意旋转。
AdjustableDelayGateBlock;可调延迟元件;电路;;212;0,0.1,0;-1, 1, 1;1.2;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;adjustabledelaygate;0;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;0;;TRUE;Hack;1;1;0;;78;0.5;一个可调节的延迟元件，有一个输入，一个输出。通过编辑，元件的延迟可以调整为 0.01秒 的整数倍。可以放置在任何表面上，可以任意旋转。
SRLatchBlock;SR锁存器;电路;;213;0,0.05,0;-1, 1, 1;1.2;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;srlatch;0;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;0;;TRUE;Hack;1;1;0;;78;0.5;即 SR 锁存器。可以用作存储元件，存储 1位 的数据。有三个输入(S, R 和时钟)，和一个输出。在 S 端的输入一个信号，输出端的状态会被设定为 1。在 R 端输入一个信号，输出端的状态会被重置为 0。可以以同步和异步两种模式工作，工作模式取决于时钟端是否有连接。在同步模式中，仅在时钟信号的上升沿接受输入信号。可以放置在任何表面上，可以任意旋转。
CounterBlock;4位计数器;电路;;214;0,0.05,0;-1, 1, 1;0.9;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;counter;0;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;0;;TRUE;Hack;1;1;0;;78;0.5;电子计数器，支持自增、自减、重置以及溢出判定(利用溢出判定，你可以将几个计数器串联起来)。顶部的输出端口以模拟信号的方式输出当前的值。如果需要的话，你可以用模-数转换器来提取信号中的 4 个位。在右边输入一个信号，计数器会执行自增操作。在左边输入一个信号，计数器会执行自减操作。对 15 执行自增操作或对 0 执行自减操作都会触发溢出，底端将会发出一个溢出信号。在背面的输入端(使用穿线方块来连接这个端口)把计数器重置为 0。加、减以及重置输入端仅被信号上升沿激活。可以放置在任何表面上，可以任意旋转。
MemoryBankBlock;存储体;电路;;215;0,0.05,0;-1, 1, 1;0.75;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;memorybank;0;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;0;;TRUE;Hack;1;1;0;;78;0.5;包含 256 个 4位 数据的可读写存储体。存储体的内部存储可以通过位于两边的两个 4位 地址端来访问。如果有一个地址端没有连接，那么对应的地址将认定为 0。存储体中与地址对应的值可以在顶端的输出端口读出。底端的输入端口以一种类似于SR锁存器的方式用作时钟端。如果时钟端没有连接，读操作在地址变化时立即完成。若需要将数据写入存储体，你需要用在背面的写入端提供要写入的数据(用穿线方块来连接写入端)。要触发写入操作，时钟端的输入电压要控制在 0.1V 到 0.7V 的范围内(高于 0.8V 的信号会触发一次读操作)。存储体的内容可以手动编辑：当你面对存储体方块或者拿着一个存储体方块时，轻触编辑按钮。可以放置在任何表面上，可以任意旋转。
TruthTableCircuitBlock;真值表;电路;;216;0,0.05,0;-1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;truthtablecircuit;0;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;0;;TRUE;Hack;1;1;0;;78;0.5;这是一个可编程元件，根据用户输入的一张包含所有可能的输入及其对应输出的真值表来决定它自己的输出值。在四边有 4 个输入，在背面有 1 个输出(用穿线方块来连接输出端)。真值表必须通过手持时轻触编辑按钮来手动输入数据。真值表包含所有可能的输入及其对应的输出的组合。可以放置在任何表面上，可以任意旋转。
RealTimeClockBlock;实时时钟;电路;;217;0,0.05,0;-1, 1, 1;0.9;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;realtimeclock;0;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;0;;TRUE;Hack;1;1;0;;78;0.5;实时时钟可以提供一个精确且实时更新的时间来源。时钟的输出值会实时变化，即使它离玩家很远。游戏开始时，实时时钟的输出是零。你不能重置时钟，因为它永远输出相对游戏开始时流逝的时间。时钟总共通过 5 个输出端来输出时间，每一个都是 4位 的模拟信号。十六个较低位分别位于四边，第 5 个输出(包含最高位的 4 位)位于背面(你必须用穿线方块来连接这个输出端)。时钟更新频率被设定为每天 4096  刻。这意味着每 刻 大约是 0.3秒，第四个输出正好包含了游戏开始以来经过的天数。第 1、2、3 个输出包含了一日之内的时间，精度大约是 0.3秒。第四个输出在 16 天之后会溢出。使用第五个输出来扩展精度至 256 天。
RandomGeneratorBlock;随机生成器;电路;;218;0,0.05,0;-1, 1, 1;1.2;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;randomgenerator;0;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;0;;TRUE;Hack;1;1;0;;78;0.5;随机数生成器。可以用来生成随机信号。有一个时钟端输入，和一个随机输出，输出是一个模拟信号，并且总是等于最后一次生成的随机数据。可以以同步和异步两种方式工作，工作方式取决于时钟端有没有链接。在同步模式中，随机值只在信号的上升沿生成，否则保持上一个生成结果不变，否则会持续生成随机信号，频率约为每秒 2 个。可以放置在任何表面上，可以任意旋转。
DigitalToAnalogConverterBlock;数模转换器;电路;;219;0,0.05,0;-1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;digitaltoanalogconverter;0;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;0;;TRUE;Hack;1;1;0;;78;0.5;数模转换器。将四个数字信号转换成一个模拟信号。四个数字信号在四边输入，模拟信号在背后输出。你需要一个穿线方块来连接输出端。可以放置在任何表面上，可以任意旋转。
AnalogToDigitalConverterBlock;模数转换器;电路;;220;0,0.05,0;-1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;analogtodigitalconverter;0;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;0;;TRUE;Hack;1;1;0;;78;0.5;模数转换器。将一个模拟信号转换成四个数字信号。模拟信号在背后输入，数字信号在四边输出。你需要一个穿线方块来连接输入端。可以放置在任何表面上，可以任意旋转。
SoundGeneratorBlock;声音生成器;电路;;221;0,0.05,0;-1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;soundgenerator;0;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;0;;TRUE;Hack;1;1;0;;78;0.5;电子声音生成器。有 4 个输入: 音高 (左)、八度音程 (右)、响度 (上)、乐器 (下)。所有的这些输入都是模拟信号。音高的范围是 C 音 (对应电压为 0V) 到下一个八度的 D 音 (对应电压为 1.4V)。 对音高端输入 1.5V 代表暂停，不发出声音。八度音程输入端可以将音高提升最多两个八度。响度输入端设定了输出声音的响度，0V 最轻，1.5V 最响。当乐器输入端从 0 变为非 0 时，一个声音才会产生。乐器输入端的输入从 0 变为另一个值，那个值决定了乐器: 0.1=铃铛、0.2=风琴、0.3=砰一声、0.4=弦乐器、0.5=小号、0.6=人声、0.7=钢琴、0.9=钢琴延长 0.9=鼓。当乐器为鼓时，音高输入决定了鼓的类型: 0.1=低音大鼓、0.2=闭击踩镲、0.3=脚踏踩镲、0.4=开击踩镲、0.5=低音嗵鼓、0.6=高音嗵鼓、0.7=吊镲、0.8=节奏镲、0.9=拍手。有些动物，特别是鸟类，会害怕很响的声音。可以放置在任何表面上，可以任意旋转。
BatteryBlock;电池;电路;;222;0,0,0;1, 1, 1;1.3;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;battery;0;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;12;0;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;20;5;;TRUE;Hack;1;1;0;;78;0.5;电池可以给电路提供能量。会自动连接周围的电线，并输出一个稳定的电压，默认为 1.5V。输出电压可以通过编辑电池来调节。
LightbulbBlock;电灯泡;电路;;223;0,0.05,0;-1, 1, 1;0.75;0.4;0.5, -0.5, -0.6;0, 40, 0;0.2;0,0.2,0;0, 0, 0;lightbulb;0;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;2;0;15;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Glass;Audio\Impacts\Glass;0.4;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;0;;TRUE;Hack;1;0;0;;78;0.5;如果连接了电源，电灯泡可以发光。可以放置在任何表面上。
DetonatorBlock;电雷管;电路;ExplosivesBlockBehavior, ImpactExplosivesBlockBehavior;224;0,0,0.1;-1, 1, 1;0.6;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.2,0;0, 0, 0;detonator;0;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;5;0;10;TRUE;Hack;1;1;0;;183;0.5;电雷管中含有少量灵敏的爆炸物，可以用来引爆更大的、更不可控的的爆炸物，比如炸药桶。它十分灵敏，可能会因为硬物撞击而爆炸，也可以被电流引爆。用作电子引爆器时可以瞬间爆炸。可以放置在任何表面上。
SwitchBlock;开关;电路;;225;0,0.05,0;-1, 1, 1;1.2;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;switch;0;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;0;;TRUE;Hack;1;1;0;;78;0.5;一个电路开关。用于控制一个回路的电压。闭合时输出电压为 1.5V，断开时输出电压为 0V。电压会保持该状态，除非开关的状态被改变了。开关的周围都能输出电压，所以很容易连接。可以放置在任何表面上。
ButtonBlock;按钮;电路;;226;0,0.05,0;-1, 1, 1;1.2;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;button;0;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;0;;TRUE;Hack;1;1;0;;78;0.5;一个电路按钮。可以在一段时间内输出 1.5V 的电压。按一次输出信号会持续大约 0.1 秒，之后输出电压会回到 0V。当什么东西砸到按钮上时，按钮也会被按下。按钮的周围都能输出电压，所以很容易连接。可以放置在任何表面上。
PressurePlateBlock;压力板;电路;;227;0,0,0;1, 1, 1;0.6;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.2,0;90, 0, 0;pressureplate;0;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;1;0;0;0;;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;0;;TRUE;Hack;1;1;0;;78;0.5;电压力板。当压力板被按压时，会产生一个输出电压。输出电压取决于压力的大小，0.8V 最轻，1.5V 最终，因此可以作为秤使用。当压力消失时，输出电压立刻变为 0V。压力板的周围都能输出电压，所以很容易连接。可以放置在任何表面上。
PhotodiodeBlock;光敏二极管;电路;;228;0,0,0;-1, 1, 1;1.2;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;photodiode;0;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;0;;TRUE;Hack;1;1;0;;78;0.5;光敏二极管用于探测光照。当光照到光敏二极管表面时，二极管会产生信号。输出电压取决于光照强度，0.8V 最暗，1.5V最亮。0V表示没有光照。光敏二极管的周围都能输出电压，所以很容易连接。可以放置在任何表面上。
MotionDetectorBlock;运动探测器;电路;;229;0,0,0;-1, 1, 1;1.2;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;motiondetector;0;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;0;;TRUE;Hack;1;1;0;;78;0.5;电子运动探测器。运动探测器探测到前方有物体移动时便会输出信号，最远探测距离为 8 格。当运动被探测到时，运动探测器的输出在 0.8V 到 1.5V 的范围内，指示运动物体离探测器的距离。运动探测器的周围都能输出电压，所以很容易连接。可以放置在任何表面上。
LedBlock;LED;电路;;230;0,0.05,0;-1, 1, 1;1.2;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;led;0;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;0;;TRUE;Hack;1;1;0;;78;0.5;发光的二极管。连接到电源时会发出有颜色的微弱的光。LED 发出的光很弱，所以不能照亮周围，但是可以很容易地观察到。四周都可以输入电流，所以很容易连接。可以放置在任何表面上。
FourLedBlock;4-LED;电路;;231;0,0.05,0;-1, 1, 1;0.65;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.2,0;0, 0, 0;fourled;0;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;0;;TRUE;Hack;1;1;0;;78;0.5;4 个排列成正方形的发光二极管。连接到电源时会发出有颜色的微弱的光。此元件将输入的模拟信号拆分成 4 个位，每一位决定了其中一个 LED 是否被点亮。LED 发出的光很弱，所以不能照亮周围，但是可以很容易地观察到。用于创建高分辨率屏幕时很有用。四周都可以输入电流，所以很容易连接。可以放置在任何表面上。
